Customer ID,recency,frequency,monetary,segment
13441,432,1,424.26,about_to_sleep
13442,668,3,419.87000000000006,at_risk
13443,449,6,1280.16,at_risk
13444,375,2,631.6800000000001,potential_loyalists
13445,627,1,241.89999999999998,hibernating
13446,431,11,3881.89,loyal_customers
13448,374,9,5701.5,champions
13450,375,7,2076.32,champions
13451,382,6,4214.77,loyal_customers
13452,473,1,139.8,hibernating
13453,403,1,424.71,about_to_sleep
13454,642,1,219.87000000000003,hibernating
13455,367,5,1847.59,champions
13457,689,2,148.22,hibernating
13458,380,2,2312.7000000000003,potential_loyalists
13459,625,2,1160.4099999999999,hibernating
13461,408,3,2715.0000000000005,need_attention
13462,411,4,1002.35,loyal_customers
13464,395,5,2422.96,loyal_customers
13465,447,2,931.12,hibernating
13466,409,4,705.45,loyal_customers
13468,369,38,7685.54,champions
13469,654,1,82.4,hibernating
13472,464,2,592.2399999999999,hibernating
13473,575,6,2235.12,at_risk
13474,444,2,434.2,hibernating
13476,407,3,823.0,need_attention
13477,456,5,1379.59,at_risk
13478,470,5,2215.78,at_risk
13479,453,2,550.42,hibernating
13480,417,2,627.82,about_to_sleep
13481,375,6,2026.2800000000002,champions
13482,628,1,151.45000000000002,hibernating
13484,384,2,476.91999999999996,potential_loyalists
13485,377,10,2564.98,champions
13487,506,2,271.46999999999997,hibernating
13488,368,11,6619.57,champions
13490,655,1,154.25,hibernating
13491,373,18,3350.74,champions
13495,369,6,3329.3899999999994,champions
13497,369,5,972.28,champions
13498,731,1,327.38000000000005,hibernating
13500,402,1,299.53,about_to_sleep
13501,487,2,1544.79,hibernating
13502,416,2,488.5,about_to_sleep
13503,480,5,1688.54,at_risk
13506,370,4,1180.6799999999998,champions
13508,643,1,176.07999999999998,hibernating
13509,508,1,135.0,hibernating
13510,376,7,2766.73,champions
13511,677,1,282.76,hibernating
13512,388,3,462.17999999999995,potential_loyalists
13513,442,2,619.4900000000002,hibernating
13514,429,3,663.7,need_attention
13515,450,2,374.7,hibernating
13516,418,1,295.84999999999997,about_to_sleep
13519,443,1,220.45999999999998,hibernating
13520,372,6,3285.05,champions
13523,367,2,1136.6399999999999,potential_loyalists
13526,739,2,1182.0000000000002,hibernating
13527,419,5,2396.2300000000005,loyal_customers
13530,635,1,402.98,hibernating
13531,367,5,1254.72,champions
13534,380,10,1850.8200000000002,champions
13535,403,1,89.5,about_to_sleep
13537,426,2,717.8499999999999,about_to_sleep
13538,397,5,1831.88,loyal_customers
13539,421,4,938.02,loyal_customers
13540,468,3,632.3900000000001,at_risk
13541,428,2,785.25,about_to_sleep
13542,377,17,4006.17,champions
13543,635,2,1439.61,hibernating
13544,412,4,537.5900000000001,loyal_customers
13545,391,2,374.64,potential_loyalists
13546,383,2,465.15000000000003,potential_loyalists
13547,409,1,175.52999999999994,about_to_sleep
13548,472,1,226.57999999999998,hibernating
13549,388,1,87.6,promising
13550,384,1,349.51,promising
13551,667,1,152.39999999999998,hibernating
13552,429,10,3238.8499999999995,loyal_customers
13553,675,1,517.8000000000001,hibernating
13554,381,7,1638.2800000000002,loyal_customers
13555,379,9,4849.91,champions
13556,430,2,200.82,about_to_sleep
13557,416,11,2448.2,loyal_customers
13559,513,2,990.0,hibernating
13561,398,10,1678.8600000000001,loyal_customers
13562,402,5,3038.8499999999995,loyal_customers
13564,369,35,15500.529999999999,champions
13565,412,1,174.57999999999998,about_to_sleep
13566,435,3,833.4099999999999,need_attention
13567,429,4,1083.69,loyal_customers
13569,368,3,520.03,potential_loyalists
13571,383,14,2454.2200000000003,loyal_customers
13573,380,4,622.0700000000002,champions
13574,412,1,421.25000000000006,about_to_sleep
13576,374,11,4834.4,champions
13577,383,7,1801.68,loyal_customers
13578,410,1,147.66,about_to_sleep
13579,370,4,1071.9999999999998,champions
13580,407,1,107.75,about_to_sleep
13581,415,1,162.53,about_to_sleep
13582,390,2,241.68,potential_loyalists
13583,680,1,664.001,hibernating
13584,499,2,250.04999999999998,hibernating
13585,531,3,684.54,at_risk
13586,542,1,131.52999999999997,hibernating
13587,450,3,961.1000000000001,at_risk
13589,450,4,741.0900000000001,at_risk
13590,376,12,4367.67,champions
13591,436,4,976.8100000000001,loyal_customers
13593,388,9,3486.6100000000006,loyal_customers
13594,486,1,136.35000000000002,hibernating
13595,517,3,818.22,at_risk
13597,401,2,396.71000000000004,potential_loyalists
13598,496,4,609.42,at_risk
13599,367,14,5013.960000000001,champions
13600,635,1,298.90000000000003,hibernating
13601,393,2,491.82000000000005,potential_loyalists
13602,382,3,596.2800000000001,potential_loyalists
13604,659,1,717.62,hibernating
13605,388,2,522.67,potential_loyalists
13607,403,1,400.3,about_to_sleep
13608,541,1,236.20000000000002,hibernating
13609,594,1,167.35000000000002,hibernating
13610,388,7,1044.0,loyal_customers
13611,375,7,2147.73,champions
13612,633,1,818.29,hibernating
13613,453,5,1039.85,at_risk
13614,394,2,748.73,potential_loyalists
13615,400,7,5854.84,loyal_customers
13616,569,2,288.1,hibernating
13617,409,5,734.57,loyal_customers
13619,545,2,231.69000000000003,hibernating
13620,529,1,112.34000000000002,hibernating
13622,697,1,658.95,hibernating
13623,381,5,1818.7099999999998,loyal_customers
13624,389,1,462.08000000000004,promising
13625,597,1,301.26,hibernating
13626,380,1,449.81,new_customers
13627,489,2,607.4300000000001,hibernating
13628,677,1,310.14,hibernating
13629,414,8,5578.5,loyal_customers
13632,395,3,1526.8799999999999,potential_loyalists
13634,375,11,3498.31,champions
13635,443,3,1928.13,at_risk
13639,437,1,312.92999999999995,hibernating
13640,612,1,405.0,hibernating
13641,641,5,1016.4700000000001,at_risk
13642,433,3,159.92,need_attention
13643,383,7,1637.33,loyal_customers
13646,400,2,326.24999999999994,potential_loyalists
13647,495,4,1393.5600000000004,at_risk
13648,401,8,1764.0200000000002,loyal_customers
13649,367,5,1332.28,champions
13650,375,4,1451.6599999999999,champions
13651,382,1,132.65,promising
13652,369,3,1475.77,potential_loyalists
13653,488,1,152.2,hibernating
13654,381,5,3600.67,loyal_customers
13655,375,4,1347.5400000000002,champions
13656,500,2,699.2,hibernating
13658,384,4,3386.3300000000004,loyal_customers
13659,417,10,3321.6800000000003,loyal_customers
13660,401,1,314.59,promising
13661,604,1,325.24000000000007,hibernating
13662,386,8,1352.35,loyal_customers
13663,381,4,1858.04,loyal_customers
13665,387,3,1711.66,potential_loyalists
13666,421,2,43.25,about_to_sleep
13668,384,14,6726.35,loyal_customers
13669,408,1,195.0,about_to_sleep
13671,395,1,194.94999999999996,promising
13672,731,1,233.53000000000003,hibernating
13674,433,1,240.67999999999998,about_to_sleep
13676,540,2,243.9,hibernating
13677,405,2,556.19,about_to_sleep
13679,494,3,281.26000000000005,at_risk
13680,472,8,7713.25,cant_loose
13683,458,1,258.6,hibernating
13684,391,3,529.7500000000001,potential_loyalists
13686,381,2,337.04,potential_loyalists
13687,439,1,11880.839999999998,hibernating
13688,636,1,375.5,hibernating
13689,445,1,349.5,hibernating
13691,397,1,212.77999999999997,promising
13692,409,2,1626.08,about_to_sleep
13693,375,9,2011.82,champions
13694,374,94,131443.19,champions
13695,578,1,266.59999999999997,hibernating
13696,422,3,2020.4,need_attention
13698,597,2,465.53000000000003,hibernating
13699,551,1,455.57,hibernating
13700,418,3,348.34000000000003,need_attention
13701,447,1,161.0,hibernating
13702,446,1,135.18,hibernating
13703,416,1,326.05999999999995,about_to_sleep
13705,374,5,1323.47,champions
13706,627,1,300.38000000000005,hibernating
13707,430,3,2559.4499999999994,need_attention
13709,447,5,1263.6999999999998,at_risk
13710,424,2,329.04,about_to_sleep
13711,407,7,1540.2000000000003,loyal_customers
13712,611,1,537.58,hibernating
13713,409,3,743.26,need_attention
13714,466,1,161.35000000000002,hibernating
13715,373,13,7403.95,champions
13717,458,2,318.28999999999996,hibernating
13719,394,6,1773.5700000000004,loyal_customers
13721,396,1,217.39999999999992,promising
13722,421,7,3260.0,loyal_customers
13723,393,5,1009.3500000000001,loyal_customers
13724,638,1,213.01000000000002,hibernating
13727,612,6,746.57,at_risk
13728,388,10,1839.0300000000002,loyal_customers
13729,436,3,724.7300000000002,need_attention
13733,411,2,487.03000000000003,about_to_sleep
13734,509,4,6701.639999999999,at_risk
13735,377,9,6927.98,champions
13736,426,5,2034.31,loyal_customers
13738,397,1,440.9300000000001,promising
13739,528,1,75.3,hibernating
13740,416,4,1247.02,loyal_customers
13745,547,1,477.3200000000001,hibernating
13746,414,1,176.69,about_to_sleep
13747,374,2,169.79999999999998,potential_loyalists
13748,374,5,1320.1000000000001,champions
13750,381,6,1954.92,loyal_customers
13752,528,1,404.45,hibernating
13753,599,3,1353.31,at_risk
13754,438,1,164.45,hibernating
13756,368,10,4017.9799999999996,champions
13757,675,1,195.55,hibernating
13758,367,10,6226.429999999999,champions
13760,405,3,1076.85,need_attention
13761,503,4,881.52,at_risk
13762,594,4,2165.76,at_risk
13763,418,2,3502.48,about_to_sleep
13764,570,3,1431.5,at_risk
13765,654,1,352.82099999999997,hibernating
13766,496,1,190.35000000000002,hibernating
13767,370,39,18320.17,champions
13768,727,2,875.97,hibernating
13769,368,11,3003.91,champions
13770,423,4,785.3700000000001,loyal_customers
13771,534,5,3094.37,at_risk
13772,401,5,1982.0900000000001,loyal_customers
13773,397,2,301.53999999999996,potential_loyalists
13775,591,1,1049.66,hibernating
13776,429,2,623.98,about_to_sleep
13777,367,37,30501.260000000002,champions
13778,492,3,945.7900000000001,at_risk
13779,516,1,161.13,hibernating
13780,408,1,375.8100000000001,about_to_sleep
13781,593,2,650.99,hibernating
13782,454,7,881.72,cant_loose
13783,488,4,1542.0899999999997,at_risk
13784,435,3,447.43999999999994,need_attention
13785,429,4,542.49,loyal_customers
13786,368,6,3128.5400000000004,champions
13787,459,4,913.46,at_risk
13788,506,1,3.75,hibernating
13789,389,1,239.45999999999998,promising
13792,423,1,188.39999999999998,about_to_sleep
13793,647,1,96.0,hibernating
13794,547,1,126.03,hibernating
13795,389,4,836.2999999999998,loyal_customers
13796,500,1,289.7,hibernating
13797,437,3,1179.45,at_risk
13798,373,54,38683.020000000004,champions
13799,445,7,2114.71,cant_loose
13800,431,2,1121.24,about_to_sleep
13802,375,16,21659.690000000002,champions
13803,432,2,1061.8400000000001,about_to_sleep
13804,436,2,572.73,about_to_sleep
13807,368,3,422.20000000000005,potential_loyalists
13809,395,2,524.65,potential_loyalists
13813,528,4,1398.6100000000001,at_risk
13814,528,1,678.1999999999999,hibernating
13815,407,4,3448.38,loyal_customers
13818,430,1,61.28,about_to_sleep
13819,670,3,1502.0,at_risk
13820,419,3,660.6500000000001,need_attention
13821,394,4,1025.0900000000001,loyal_customers
13823,381,5,2445.790000000001,loyal_customers
13824,380,7,1615.82,champions
13825,622,2,255.59,hibernating
13829,422,1,102.0,about_to_sleep
13830,582,1,156.85000000000002,hibernating
13831,370,13,4820.59,champions
13832,423,1,561.49,about_to_sleep
13833,405,1,316.56,about_to_sleep
13834,577,2,324.19,hibernating
13835,520,3,260.7,at_risk
13836,400,2,620.3700000000001,potential_loyalists
13838,370,7,1274.3600000000001,champions
13839,487,1,139.95,hibernating
13840,417,1,651.4000000000001,about_to_sleep
13842,367,10,2244.29,champions
13843,382,1,319.75,promising
13846,400,1,442.73,promising
13847,720,1,310.71999999999997,hibernating
13848,367,6,2080.0,champions
13849,398,3,1931.3499999999997,potential_loyalists
13851,380,5,1955.0000000000002,champions
13852,611,1,187.35000000000002,hibernating
13854,366,15,4144.4400000000005,champions
13855,501,4,1310.3400000000001,at_risk
13856,464,8,753.53,cant_loose
13857,394,6,1001.01,loyal_customers
13859,530,1,314.7,hibernating
13861,430,2,273.26,about_to_sleep
13862,390,1,346.72999999999996,promising
13863,466,3,933.77,at_risk
13864,387,1,662.4000000000001,promising
13869,382,6,5006.62,loyal_customers
13870,388,7,2941.14,loyal_customers
13871,429,4,1482.6,loyal_customers
13872,528,3,919.57,at_risk
13873,384,5,649.3200000000002,loyal_customers
13874,505,6,1508.6999999999998,at_risk
13875,388,9,3027.58,loyal_customers
13877,471,2,332.4400000000001,hibernating
13878,548,3,1191.53,at_risk
13879,646,1,395.50000000000006,hibernating
13880,368,5,1171.8899999999999,champions
13881,376,23,28019.579999999998,champions
13883,404,10,3885.5399999999995,loyal_customers
13884,377,5,1100.88,champions
13888,405,5,1563.42,loyal_customers
13889,383,5,1574.3300000000004,loyal_customers
13890,375,4,1043.57,champions
13891,379,3,863.5600000000002,potential_loyalists
13892,478,2,634.6800000000001,hibernating
13895,516,2,1415.4499999999998,hibernating
13896,626,1,388.55,hibernating
13897,439,2,849.56,hibernating
13898,412,1,530.4699999999999,about_to_sleep
13900,390,3,869.6400000000001,potential_loyalists
13901,375,10,2809.1400000000003,champions
13902,633,5,34095.26,at_risk
13903,401,1,165.45000000000002,promising
13905,733,1,312.65000000000003,hibernating
13906,410,1,42.0,about_to_sleep
13907,692,1,136.8,hibernating
13909,424,2,286.5999999999999,about_to_sleep
13911,380,11,1654.08,champions
13912,424,1,124.94999999999999,about_to_sleep
13913,507,1,42.22,hibernating
13915,395,1,70.80000000000001,promising
13916,464,4,1275.81,at_risk
13919,425,2,975.87,about_to_sleep
13920,432,4,1774.6799999999998,loyal_customers
13921,403,4,730.7000000000002,loyal_customers
13922,438,2,692.95,hibernating
13927,438,1,359.27,hibernating
13929,417,9,2651.45,loyal_customers
13931,393,9,4019.8500000000004,loyal_customers
13935,597,3,6116.92,at_risk
13936,383,2,563.08,potential_loyalists
13937,403,1,721.2800000000001,about_to_sleep
13939,432,4,992.41,loyal_customers
13941,373,11,6009.34,champions
13942,535,1,320.0,hibernating
13943,578,1,246.54000000000002,hibernating
13944,654,1,200.43,hibernating
13945,395,2,854.1499999999999,potential_loyalists
13946,377,3,1314.6599999999999,potential_loyalists
13948,412,3,446.76000000000005,need_attention
13952,381,12,9572.45,loyal_customers
13953,410,5,3125.0,loyal_customers
13955,376,1,222.20999999999995,new_customers
13957,418,3,458.25,need_attention
13958,380,8,4709.23,champions
13959,400,3,477.97999999999996,potential_loyalists
13961,393,1,538.4,promising
13962,436,1,193.25,about_to_sleep
13963,368,14,2347.33,champions
13964,388,2,438.90000000000003,potential_loyalists
13965,477,3,996.61,at_risk
13966,436,1,390.86000000000007,about_to_sleep
13967,397,1,85.6,promising
13968,424,1,123.66,about_to_sleep
13969,366,18,4311.93,champions
13970,387,2,846.55,potential_loyalists
13971,424,6,1909.31,loyal_customers
13974,583,1,264.13,hibernating
13975,394,6,2832.5600000000004,loyal_customers
13976,507,3,834.3800000000001,at_risk
13977,412,1,519.81,about_to_sleep
13979,394,6,2546.36,loyal_customers
13980,440,4,599.7800000000001,at_risk
13981,416,1,331.14,about_to_sleep
13982,366,6,2573.7799999999997,champions
13983,367,10,4505.02,champions
13984,367,8,1128.0900000000001,champions
13985,375,7,2960.7300000000005,champions
13987,380,2,682.54,potential_loyalists
13988,384,2,609.84,potential_loyalists
13989,465,3,759.9799999999997,at_risk
13992,381,2,142.7,potential_loyalists
13993,380,10,3309.3500000000004,champions
13995,380,9,2508.3199999999997,champions
13996,387,2,895.7600000000001,potential_loyalists
13997,520,3,382.30999999999995,at_risk
13998,447,3,566.7,at_risk
13999,375,17,5600.450000000001,champions
14000,415,4,1410.68,loyal_customers
14001,374,7,2487.01,champions
14003,733,1,209.41,hibernating
14004,394,4,1675.81,loyal_customers
14006,529,4,1234.48,at_risk
14007,513,1,79.48,hibernating
14008,433,1,509.04,about_to_sleep
14009,463,1,404.29999999999995,hibernating
14010,566,2,445.15,hibernating
14011,481,2,457.82000000000005,hibernating
14013,381,2,611.55,potential_loyalists
14014,377,2,1443.03,potential_loyalists
14016,397,7,7062.200000000001,loyal_customers
14017,572,1,229.75000000000003,hibernating
14018,646,1,367.1500000000001,hibernating
14020,477,2,606.2099999999999,hibernating
14021,375,4,1084.6799999999998,champions
14022,487,1,352.15,hibernating
14024,391,1,318.03999999999996,promising
14025,465,8,4057.9,cant_loose
14026,471,2,713.11,hibernating
14028,551,3,10396.5,at_risk
14030,367,14,5902.200000000001,champions
14031,366,27,23712.309999999998,champions
14032,367,6,1874.68,champions
14033,556,1,109.44,hibernating
14035,407,4,1428.6999999999998,loyal_customers
14037,479,4,689.75,at_risk
14038,398,2,1509.4999999999998,potential_loyalists
14039,576,1,115.08000000000001,hibernating
14040,387,23,9030.65,loyal_customers
14042,726,1,431.98,hibernating
14043,492,2,304.25,hibernating
14044,419,6,2470.2799999999997,loyal_customers
14045,374,13,9653.28,champions
14047,373,10,2946.42,champions
14048,383,2,338.76,potential_loyalists
14049,388,9,7557.3099999999995,loyal_customers
14051,367,15,6823.610000000001,champions
14052,391,1,255.44999999999993,promising
14053,398,2,312.05,potential_loyalists
14055,578,2,795.3199999999999,hibernating
14057,382,5,2190.88,loyal_customers
14058,463,2,469.19000000000005,hibernating
14060,367,13,3378.66,champions
14061,508,3,917.43,at_risk
14062,375,12,15139.350000000002,champions
14063,439,9,22710.2,cant_loose
14064,431,10,1978.68,loyal_customers
14065,390,3,891.02,potential_loyalists
14068,604,3,1262.5200000000002,at_risk
14069,515,2,230.06,hibernating
14070,685,1,326.55,hibernating
14072,667,1,390.8500000000001,hibernating
14074,624,1,219.4,hibernating
14075,404,3,792.61,need_attention
14077,396,1,115.66000000000001,promising
14078,374,4,643.26,champions
14079,683,1,243.63,hibernating
14080,414,4,1070.0800000000002,loyal_customers
14081,370,9,4435.58,champions
14082,393,1,231.11000000000004,promising
14083,372,3,388.83000000000004,potential_loyalists
14084,513,1,150.5,hibernating
14085,369,16,5656.43,champions
14086,463,1,39.95,hibernating
14087,405,2,651.8,about_to_sleep
14088,407,3,13544.99,need_attention
14091,655,2,9530.080000000002,hibernating
14092,375,10,3152.54,champions
14094,440,1,335.21999999999997,hibernating
14095,723,1,2.95,hibernating
14097,482,2,422.86,hibernating
14099,376,9,2661.5400000000004,champions
14101,389,7,3985.14,loyal_customers
14104,390,3,555.37,potential_loyalists
14105,409,4,4722.6,loyal_customers
14106,738,1,214.79999999999998,hibernating
14107,449,4,2174.0699999999997,at_risk
14108,732,2,447.05,hibernating
14110,436,21,7304.799999999999,loyal_customers
14112,452,6,2919.4399999999996,at_risk
14113,376,12,5252.1900000000005,champions
14114,396,5,977.5600000000001,loyal_customers
14115,502,2,622.67,hibernating
14118,429,1,458.45,about_to_sleep
14119,376,2,183.37,potential_loyalists
14122,407,3,362.41999999999996,need_attention
14123,734,1,436.18,hibernating
14126,445,1,466.33,hibernating
14127,381,3,1190.3700000000001,potential_loyalists
14128,552,1,286.71,hibernating
14129,400,4,1467.48,loyal_customers
14130,376,3,1398.81,potential_loyalists
14131,649,1,187.87000000000003,hibernating
14133,734,1,305.5,hibernating
14134,383,15,11123.35,loyal_customers
14135,368,11,4953.610000000001,champions
14136,401,5,1570.81,loyal_customers
14137,696,1,332.7,hibernating
14139,491,3,670.98,at_risk
14142,374,2,671.3399999999999,potential_loyalists
14144,487,1,30.599999999999998,hibernating
14145,460,3,3857.85,at_risk
14146,384,7,5259.299999999999,loyal_customers
14147,389,7,2106.8,loyal_customers
14148,415,1,309.09000000000003,about_to_sleep
14151,674,2,679.45,hibernating
14152,388,5,1376.05,loyal_customers
14153,484,1,233.39999999999998,hibernating
14154,382,6,5115.08,loyal_customers
14156,372,102,196566.74,champions
14157,390,3,569.9,potential_loyalists
14159,380,9,3245.0,champions
14160,611,7,8421.47,cant_loose
14161,370,5,2208.36,champions
14163,463,1,148.70999999999998,hibernating
14166,506,2,256.84999999999997,hibernating
14167,465,4,721.6500000000001,at_risk
14168,421,2,370.45,about_to_sleep
14169,431,2,624.43,about_to_sleep
14170,376,3,597.3299999999999,potential_loyalists
14171,731,1,135.0,hibernating
14172,606,3,402.7199999999999,at_risk
14173,642,2,135.16,hibernating
14175,419,5,4456.579999999999,loyal_customers
14176,368,2,339.10999999999996,potential_loyalists
14177,382,9,1669.9299999999998,loyal_customers
14180,373,9,1570.7300000000002,champions
14181,411,2,310.55,about_to_sleep
14182,444,4,678.7700000000001,at_risk
14183,412,2,286.28999999999996,about_to_sleep
14186,428,5,1550.6299999999999,loyal_customers
14187,474,1,123.5,hibernating
14189,369,2,1160.31,potential_loyalists
14190,667,1,79.9,hibernating
14191,395,2,132.9,potential_loyalists
14192,389,1,293.74,promising
14193,397,1,356.8,promising
14194,393,15,7321.07,loyal_customers
14195,440,4,1603.6000000000001,at_risk
14197,411,1,390.05,about_to_sleep
14198,401,5,868.33,loyal_customers
14199,424,3,906.3,need_attention
14200,618,1,379.2000000000001,hibernating
14201,410,3,446.1,need_attention
14202,382,3,847.76,potential_loyalists
14203,398,1,339.34,promising
14204,423,3,901.9300000000001,need_attention
14205,395,7,1947.4999999999998,loyal_customers
14206,389,2,856.8499999999999,potential_loyalists
14207,688,1,157.8,hibernating
14208,552,1,415.31,hibernating
14209,386,9,2919.84,loyal_customers
14210,372,11,3955.68,champions
14211,412,9,2161.1899999999996,loyal_customers
14212,446,1,1119.6599999999999,hibernating
14213,405,1,1192.2,about_to_sleep
14215,369,4,1626.6100000000004,champions
14216,415,1,310.74,about_to_sleep
14217,367,7,1411.91,champions
14219,410,2,543.8900000000001,about_to_sleep
14220,568,2,882.6,hibernating
14221,450,8,3084.6899999999996,cant_loose
14224,391,5,847.78,loyal_customers
14225,435,4,2037.0199999999998,loyal_customers
14226,442,1,770.3399999999999,hibernating
14227,415,5,3017.75,loyal_customers
14228,438,3,745.5,at_risk
14229,404,4,1046.8400000000001,loyal_customers
14230,436,3,979.8000000000001,need_attention
14231,451,1,309.91,hibernating
14233,466,3,1441.5500000000002,at_risk
14235,499,4,1573.1299999999999,at_risk
14236,373,4,1253.7800000000002,champions
14237,374,2,471.14,potential_loyalists
14238,663,2,287.38000000000005,hibernating
14239,432,10,1882.3200000000002,loyal_customers
14240,424,1,357.15,about_to_sleep
14241,697,1,120.0,hibernating
14243,366,8,4842.280000000001,champions
14244,661,1,366.41999999999996,hibernating
14247,405,4,635.89,loyal_customers
14248,460,2,730.3699999999999,hibernating
14249,411,12,5625.461,loyal_customers
14252,382,1,350.99,promising
14253,494,2,363.4,hibernating
14254,433,1,601.03,about_to_sleep
14255,547,1,1000.63,hibernating
14256,492,3,1504.93,at_risk
14257,381,4,2854.7300000000005,loyal_customers
14258,396,16,19381.36,loyal_customers
14260,472,3,824.2800000000001,at_risk
14263,424,1,322.93,about_to_sleep
14264,380,4,1183.3900000000003,champions
14265,465,2,843.1700000000001,hibernating
14266,429,1,40.56,about_to_sleep
14268,471,1,354.84999999999997,hibernating
14269,440,1,295.73,hibernating
14271,410,1,106.81000000000002,about_to_sleep
14272,563,2,482.85,hibernating
14274,687,1,256.6,hibernating
14275,396,6,1189.3799999999999,loyal_customers
14276,408,4,982.94,loyal_customers
14277,412,6,13009.61,loyal_customers
14278,410,1,205.83,about_to_sleep
14279,521,2,191.86,hibernating
14281,409,1,245.15,about_to_sleep
14282,368,11,4120.32,champions
14283,464,4,628.4399999999999,at_risk
14284,654,1,704.4,hibernating
14285,514,4,1374.41,at_risk
14286,405,4,3851.01,loyal_customers
14290,414,3,2201.91,need_attention
14291,381,12,4020.85,loyal_customers
14292,411,7,4354.32,loyal_customers
14293,369,6,2221.37,champions
14294,408,1,375.34,about_to_sleep
14295,439,4,2196.71,at_risk
14296,422,2,456.4,about_to_sleep
14298,376,38,39667.19,champions
14299,366,19,10533.869999999999,champions
14301,417,3,1352.0400000000002,need_attention
14302,431,3,742.9,need_attention
14303,408,2,277.93999999999994,about_to_sleep
14304,380,2,1341.5600000000002,potential_loyalists
14306,379,4,1058.0800000000002,champions
14307,374,5,2075.31,champions
14308,550,2,1147.02,hibernating
14309,414,2,1428.28,about_to_sleep
14310,433,1,492.1,about_to_sleep
14311,568,1,206.19,hibernating
14312,379,5,1478.6999999999998,champions
14314,431,1,109.80000000000001,about_to_sleep
14315,565,2,716.69,hibernating
14316,423,5,1370.3400000000001,loyal_customers
14318,461,1,158.02000000000004,hibernating
14319,425,1,494.85,about_to_sleep
14320,547,3,868.96,at_risk
14321,432,2,687.3100000000001,about_to_sleep
14322,430,4,474.1,loyal_customers
14324,410,2,701.6100000000001,about_to_sleep
14325,570,1,245.48,hibernating
14326,464,2,757.13,hibernating
14327,383,5,1583.2799999999995,loyal_customers
14328,439,1,445.05,hibernating
14329,376,8,4912.38,champions
14330,624,1,200.63,hibernating
14332,382,2,1077.2000000000003,potential_loyalists
14334,426,4,1766.27,loyal_customers
14338,537,1,339.88,hibernating
14339,429,1,310.75,about_to_sleep
14341,421,10,2285.04,loyal_customers
14342,433,2,249.88,about_to_sleep
14343,422,4,1088.9099999999999,loyal_customers
14344,368,14,2443.77,champions
14346,426,3,1294.1699999999998,need_attention
14347,737,1,82.60000000000001,hibernating
14350,381,2,689.0999999999999,potential_loyalists
14353,411,2,285.90000000000003,about_to_sleep
14355,366,3,840.05,potential_loyalists
14358,390,2,400.05999999999995,potential_loyalists
14361,579,1,214.71000000000004,hibernating
14363,403,2,227.47000000000003,about_to_sleep
14365,395,2,634.68,potential_loyalists
14366,526,1,136.0,hibernating
14369,643,2,469.12999999999994,hibernating
14370,451,6,1175.7800000000002,at_risk
14372,444,2,860.0800000000002,hibernating
14374,542,1,108.0,hibernating
14375,451,2,875.3100000000001,hibernating
14376,684,1,215.46,hibernating
14378,622,1,131.25,hibernating
14379,394,2,920.81,potential_loyalists
14380,683,1,48.96,hibernating
14381,452,1,428.65999999999997,hibernating
14382,391,1,620.73,promising
14384,501,1,58.5,hibernating
14388,373,9,3488.16,champions
14389,425,3,854.55,need_attention
14390,373,5,1747.0100000000002,champions
14391,577,1,135.60000000000002,hibernating
14392,433,1,266.4,about_to_sleep
14394,565,1,93.8,hibernating
14395,373,12,4700.300000000001,champions
14396,372,6,1633.94,champions
14398,402,2,707.7899999999998,about_to_sleep
14399,395,8,2113.16,loyal_customers
14400,409,2,1157.77,about_to_sleep
14401,425,9,2744.42,loyal_customers
14402,653,1,285.6,hibernating
14403,590,2,404.69999999999993,hibernating
14404,370,8,1424.79,champions
14405,387,1,195.0,promising
14408,472,4,1503.2399999999998,at_risk
14409,369,5,1696.6400000000003,champions
14410,377,2,1546.07,potential_loyalists
14412,425,1,656.16,about_to_sleep
14413,411,3,647.6700000000003,need_attention
14414,375,1,902.3499999999999,new_customers
14415,380,10,6191.32,champions
14417,388,1,604.2,promising
14419,383,1,202.85,promising
14420,397,3,1251.65,potential_loyalists
14421,513,4,1656.26,at_risk
14422,375,13,6007.880000000001,champions
14423,438,2,651.41,hibernating
14425,435,3,661.3899999999998,need_attention
14426,404,7,7246.2699999999995,loyal_customers
14427,495,2,900.18,hibernating
14429,404,1,516.2800000000001,about_to_sleep
14430,512,3,1220.9000000000003,at_risk
14431,380,3,2143.8399999999997,potential_loyalists
14433,466,1,289.59999999999997,hibernating
14435,502,1,90.42,hibernating
14436,554,1,182.64000000000001,hibernating
14437,366,5,895.84,champions
14439,444,4,6781.8,at_risk
14440,366,9,4281.049999999999,champions
14441,375,7,2898.8,champions
14442,415,5,3777.2000000000003,loyal_customers
14443,369,2,966.2700000000001,potential_loyalists
14444,457,1,132.04,hibernating
14445,456,1,221.64999999999998,hibernating
14446,387,1,201.73,promising
14447,401,1,548.5,promising
14449,373,5,1575.7,champions
14450,380,4,645.19,champions
14451,390,10,2646.18,loyal_customers
14452,396,2,401.1499999999999,potential_loyalists
14454,377,5,977.3,champions
14455,433,4,628.2099999999999,loyal_customers
14458,381,1,237.42,promising
14459,652,1,3537.821,hibernating
14460,397,6,659.1600000000001,loyal_customers
14461,383,10,4610.4400000000005,loyal_customers
14462,433,1,265.99,about_to_sleep
14463,500,1,256.95,hibernating
14464,569,2,110.99999999999999,hibernating
14465,429,8,2887.4100000000008,loyal_customers
